usage_id,customer_id,month,service_type,revenue_ngn,volume
USG01235,CUST0069,2026-05-01,Voice,653.43,122.8
USG01236,CUST0069,2026-05-01,SMS,184.49,33.0
USG01237,CUST0069,2026-06-01,Data,1370.96,3.92
USG01238,CUST0069,2026-06-01,Voice,552.71,254.3
USG01239,CUST0069,2026-06-01,SMS,137.14,51.0
USG01240,CUST0069,2026-07-01,Data,1268.77,3.63
USG01241,CUST0069,2026-07-01,Voice,1008.8,30.7
USG01242,CUST0069,2026-07-01,SMS,176.74,43.0
USG01243,CUST0070,2026-02-01,Data,2440.27,6.97
USG01244,CUST0070,2026-02-01,Voice,1142.44,206.9
USG01245,CUST0070,2026-02-01,SMS,37.91,70.0
USG01246,CUST0070,2026-03-01,Data,2654.59,7.58
USG01247,CUST0070,2026-03-01,Voice,867.2,58.7
USG01248,CUST0070,2026-03-01,SMS,168.48,42.0
USG01249,CUST0070,2026-04-01,Data,2464.12,7.04
USG01250,CUST0070,2026-04-01,Voice,1466.41,137.9
USG01251,CUST0070,2026-04-01,SMS,328.19,50.0
USG01252,CUST0070,2026-05-01,Data,4249.05,12.14
USG01253,CUST0070,2026-05-01,Voice,450.2,131.2
USG01254,CUST0070,2026-05-01,SMS,137.08,48.0
USG01255,CUST0070,2026-06-01,Data,4486.12,12.82
USG01256,CUST0070,2026-06-01,Voice,394.83,40.3
USG01257,CUST0070,2026-06-01,SMS,294.2,21.0
USG01258,CUST0070,2026-07-01,Data,3635.89,10.39
USG01259,CUST0070,2026-07-01,Voice,1224.04,253.2
USG01260,CUST0070,2026-07-01,SMS,72.28,15.0
USG01261,CUST0071,2026-02-01,Data,1847.73,5.28
USG01262,CUST0071,2026-02-01,Voice,1143.7,136.2
USG01263,CUST0071,2026-02-01,SMS,78.85,51.0
USG01264,CUST0071,2026-03-01,Data,2819.17,8.05
USG01265,CUST0071,2026-03-01,Voice,1028.77,298.7
USG01266,CUST0071,2026-03-01,SMS,24.06,13.0
USG01267,CUST0071,2026-04-01,Data,1984.62,5.67
USG01268,CUST0071,2026-04-01,Voice,1011.61,99.9
USG01269,CUST0071,2026-04-01,SMS,63.06,64.0
USG01270,CUST0071,2026-05-01,Data,546.59,1.56
USG01271,CUST0071,2026-05-01,Voice,537.85,161.6
USG01272,CUST0071,2026-05-01,SMS,120.86,60.0
USG01273,CUST0071,2026-06-01,Data,1322.6,3.78
USG01274,CUST0071,2026-06-01,Voice,793.32,183.9
USG01275,CUST0071,2026-06-01,SMS,118.57,53.0
USG01276,CUST0071,2026-07-01,Data,1074.57,3.07
USG01277,CUST0071,2026-07-01,Voice,238.88,53.4
USG01278,CUST0071,2026-07-01,SMS,60.42,43.0
USG01279,CUST0072,2026-02-01,Data,2585.15,7.39
USG01280,CUST0072,2026-02-01,Voice,886.36,240.9
USG01281,CUST0072,2026-02-01,SMS,83.18,35.0
USG01282,CUST0072,2026-03-01,Data,1423.57,4.07
USG01283,CUST0072,2026-03-01,Voice,351.47,37.1
USG01284,CUST0072,2026-03-01,SMS,126.36,79.0
USG01285,CUST0072,2026-04-01,Data,833.76,2.38
USG01286,CUST0072,2026-04-01,Voice,199.02,238.3
USG01287,CUST0072,2026-04-01,SMS,65.47,67.0
USG01288,CUST0072,2026-05-01,Data,2230.24,6.37
USG01289,CUST0072,2026-05-01,Voice,1142.96,134.5
USG01290,CUST0072,2026-05-01,SMS,139.15,40.0
USG01291,CUST0072,2026-06-01,Data,2039.53,5.83
USG01292,CUST0072,2026-06-01,Voice,622.08,72.8
USG01293,CUST0072,2026-06-01,SMS,111.42,45.0
USG01294,CUST0072,2026-07-01,Data,2507.57,7.16
USG01295,CUST0072,2026-07-01,Voice,922.3,205.9
USG01296,CUST0072,2026-07-01,SMS,40.41,59.0
USG01297,CUST0073,2026-02-01,Data,1700.79,4.86
USG01298,CUST0073,2026-02-01,Voice,1088.8,277.6
USG01299,CUST0073,2026-02-01,SMS,29.93,67.0
USG01300,CUST0073,2026-03-01,Data,498.01,1.42
USG01301,CUST0073,2026-03-01,Voice,535.53,171.8
USG01302,CUST0073,2026-03-01,SMS,46.66,61.0
USG01303,CUST0073,2026-04-01,Data,421.72,1.2
USG01304,CUST0073,2026-04-01,Voice,327.03,182.6
USG01305,CUST0073,2026-04-01,SMS,148.59,74.0
USG01306,CUST0073,2026-05-01,Data,2234.29,6.38
USG01307,CUST0073,2026-05-01,Voice,855.37,130.4
USG01308,CUST0073,2026-05-01,SMS,20.23,14.0
USG01309,CUST0073,2026-06-01,Data,1789.84,5.11
USG01310,CUST0073,2026-06-01,Voice,858.89,136.9
USG01311,CUST0073,2026-06-01,SMS,151.52,44.0
USG01312,CUST0073,2026-07-01,Data,592.86,1.69
USG01313,CUST0073,2026-07-01,Voice,351.62,255.2
USG01314,CUST0073,2026-07-01,SMS,150.48,72.0
USG01315,CUST0074,2026-02-01,Data,705.65,2.02
USG01316,CUST0074,2026-02-01,Voice,1189.73,78.6
USG01317,CUST0074,2026-02-01,SMS,22.12,80.0
USG01318,CUST0074,2026-03-01,Data,1130.79,3.23
USG01319,CUST0074,2026-03-01,Voice,851.42,69.5
USG01320,CUST0074,2026-03-01,SMS,124.44,73.0
USG01321,CUST0074,2026-04-01,Data,1232.47,3.52
USG01322,CUST0074,2026-04-01,Voice,853.77,72.6
USG01323,CUST0074,2026-04-01,SMS,132.46,30.0
USG01324,CUST0074,2026-05-01,Data,949.14,2.71
USG01325,CUST0074,2026-05-01,Voice,478.84,70.1
USG01326,CUST0074,2026-05-01,SMS,182.34,35.0
USG01327,CUST0074,2026-06-01,Data,1037.73,2.96
USG01328,CUST0074,2026-06-01,Voice,620.83,109.8
USG01329,CUST0074,2026-06-01,SMS,154.0,78.0
USG01330,CUST0074,2026-07-01,Data,1538.89,4.4
USG01331,CUST0074,2026-07-01,Voice,1054.09,178.4
USG01332,CUST0074,2026-07-01,SMS,48.3,57.0
USG01333,CUST0075,2026-02-01,Data,1734.93,4.96
USG01334,CUST0075,2026-02-01,Voice,833.14,269.1
USG01335,CUST0075,2026-02-01,SMS,99.28,73.0
USG01336,CUST0075,2026-03-01,Data,2351.74,6.72
USG01337,CUST0075,2026-03-01,Voice,663.04,188.9
USG01338,CUST0075,2026-03-01,SMS,78.6,79.0
USG01339,CUST0075,2026-04-01,Data,2135.11,6.1
USG01340,CUST0075,2026-04-01,Voice,196.04,111.5
USG01341,CUST0075,2026-04-01,SMS,132.2,9.0
USG01342,CUST0075,2026-05-01,Data,462.1,1.32
USG01343,CUST0075,2026-05-01,Voice,622.53,113.2
USG01344,CUST0075,2026-05-01,SMS,98.89,25.0
USG01345,CUST0075,2026-06-01,Data,828.27,2.37
USG01346,CUST0075,2026-06-01,Voice,873.6,164.1
USG01347,CUST0075,2026-06-01,SMS,56.03,29.0
USG01348,CUST0075,2026-07-01,Data,1938.7,5.54
USG01349,CUST0075,2026-07-01,Voice,225.84,61.3
USG01350,CUST0075,2026-07-01,SMS,33.18,66.0
USG01351,CUST0076,2026-02-01,Data,2356.26,6.73
USG01352,CUST0076,2026-02-01,Voice,940.98,220.6
USG01353,CUST0076,2026-02-01,SMS,140.49,41.0
USG01354,CUST0076,2026-03-01,Data,2069.92,5.91
USG01355,CUST0076,2026-03-01,Voice,190.28,194.0
USG01356,CUST0076,2026-03-01,SMS,160.02,43.0
USG01357,CUST0076,2026-04-01,Data,1329.53,3.8
USG01358,CUST0076,2026-04-01,Voice,441.3,200.0
USG01359,CUST0076,2026-04-01,SMS,144.7,70.0
USG01360,CUST0076,2026-05-01,Data,1290.07,3.69
USG01361,CUST0076,2026-05-01,Voice,958.26,177.2
USG01362,CUST0076,2026-05-01,SMS,178.91,45.0
USG01363,CUST0076,2026-06-01,Data,1745.84,4.99
USG01364,CUST0076,2026-06-01,Voice,756.77,229.8
USG01365,CUST0076,2026-06-01,SMS,193.64,11.0
USG01366,CUST0076,2026-07-01,Data,538.93,1.54
USG01367,CUST0076,2026-07-01,Voice,1134.43,168.4
USG01368,CUST0076,2026-07-01,SMS,130.68,41.0
USG01369,CUST0077,2026-02-01,Data,643.51,1.84
USG01370,CUST0077,2026-02-01,Voice,956.49,229.2
USG01371,CUST0077,2026-02-01,SMS,76.11,28.0
USG01372,CUST0077,2026-03-01,Data,2578.39,7.37
USG01373,CUST0077,2026-03-01,Voice,225.98,266.7
USG01374,CUST0077,2026-03-01,SMS,66.2,49.0
USG01375,CUST0077,2026-04-01,Data,2833.58,8.1
USG01376,CUST0077,2026-04-01,Voice,862.03,136.0
USG01377,CUST0077,2026-04-01,SMS,144.12,31.0
USG01378,CUST0077,2026-05-01,Data,1120.87,3.2
USG01379,CUST0077,2026-05-01,Voice,1196.52,230.2
USG01380,CUST0077,2026-05-01,SMS,136.05,32.0
USG01381,CUST0077,2026-06-01,Data,527.82,1.51
USG01382,CUST0077,2026-06-01,Voice,182.61,175.2
USG01383,CUST0077,2026-06-01,SMS,157.17,45.0
USG01384,CUST0077,2026-07-01,Data,2586.04,7.39
USG01385,CUST0077,2026-07-01,Voice,185.1,122.7
USG01386,CUST0077,2026-07-01,SMS,62.67,39.0
USG01387,CUST0078,2026-02-01,Data,588.18,1.68
USG01388,CUST0078,2026-02-01,Voice,1151.84,82.5
USG01389,CUST0078,2026-02-01,SMS,186.02,37.0
USG01390,CUST0078,2026-03-01,Data,2962.36,8.46
USG01391,CUST0078,2026-03-01,Voice,731.76,280.6
USG01392,CUST0078,2026-03-01,SMS,20.96,61.0
USG01393,CUST0078,2026-04-01,Data,2747.93,7.85
USG01394,CUST0078,2026-04-01,Voice,296.71,46.9
USG01395,CUST0078,2026-04-01,SMS,96.42,75.0
USG01396,CUST0078,2026-05-01,Data,1810.21,5.17
USG01397,CUST0078,2026-05-01,Voice,703.83,59.5
USG01398,CUST0078,2026-05-01,SMS,20.14,66.0
USG01399,CUST0078,2026-06-01,Data,627.69,1.79
USG01400,CUST0078,2026-06-01,Voice,815.54,276.1
USG01401,CUST0078,2026-06-01,SMS,57.56,55.0
USG01402,CUST0078,2026-07-01,Data,604.62,1.73
USG01403,CUST0078,2026-07-01,Voice,783.94,65.9
USG01404,CUST0078,2026-07-01,SMS,152.47,28.0
USG01405,CUST0079,2026-02-01,Data,1604.82,4.59
USG01406,CUST0079,2026-02-01,Voice,779.4,68.0
USG01407,CUST0079,2026-02-01,SMS,153.49,28.0
USG01408,CUST0079,2026-03-01,Data,2122.17,6.06
USG01409,CUST0079,2026-03-01,Voice,316.2,212.7
USG01410,CUST0079,2026-03-01,SMS,43.07,37.0
USG01411,CUST0079,2026-04-01,Data,1042.74,2.98
USG01412,CUST0079,2026-04-01,Voice,935.79,93.4
USG01413,CUST0079,2026-04-01,SMS,178.71,72.0
USG01414,CUST0079,2026-05-01,Data,910.75,2.6
USG01415,CUST0079,2026-05-01,Voice,794.54,44.6
USG01416,CUST0079,2026-05-01,SMS,90.48,58.0
USG01417,CUST0079,2026-06-01,Data,2114.5,6.04
USG01418,CUST0079,2026-06-01,Voice,805.94,99.1
USG01419,CUST0079,2026-06-01,SMS,88.04,13.0
USG01420,CUST0079,2026-07-01,Data,2269.46,6.48
USG01421,CUST0079,2026-07-01,Voice,679.08,218.5
USG01422,CUST0079,2026-07-01,SMS,64.81,29.0
USG01423,CUST0080,2026-02-01,Data,1268.96,3.63
USG01424,CUST0080,2026-02-01,Voice,177.03,115.5
USG01425,CUST0080,2026-02-01,SMS,164.59,72.0
USG01426,CUST0080,2026-03-01,Data,1747.37,4.99
USG01427,CUST0080,2026-03-01,Voice,628.28,28.6
USG01428,CUST0080,2026-03-01,SMS,178.26,6.0
USG01429,CUST0080,2026-04-01,Data,2856.35,8.16
USG01430,CUST0080,2026-04-01,Voice,663.68,115.7
USG01431,CUST0080,2026-04-01,SMS,186.36,7.0
USG01432,CUST0080,2026-05-01,Data,1911.7,5.46
USG01433,CUST0080,2026-05-01,Voice,726.38,81.4
USG01434,CUST0080,2026-05-01,SMS,97.2,54.0
USG01435,CUST0080,2026-06-01,Data,2290.54,6.54
USG01436,CUST0080,2026-06-01,Voice,150.75,282.3
USG01437,CUST0080,2026-06-01,SMS,49.61,23.0
USG01438,CUST0080,2026-07-01,Data,1085.03,3.1
USG01439,CUST0080,2026-07-01,Voice,189.71,54.5
USG01440,CUST0080,2026-07-01,SMS,197.54,29.0
USG01441,CUST0081,2026-02-01,Data,699.78,2.0
USG01442,CUST0081,2026-02-01,Voice,262.34,221.4
USG01443,CUST0081,2026-02-01,SMS,173.82,24.0
USG01444,CUST0081,2026-03-01,Data,454.36,1.3
USG01445,CUST0081,2026-03-01,Voice,384.24,35.8
USG01446,CUST0081,2026-03-01,SMS,38.61,37.0
USG01447,CUST0081,2026-04-01,Data,997.79,2.85
USG01448,CUST0081,2026-04-01,Voice,691.74,91.0
USG01449,CUST0081,2026-04-01,SMS,189.3,73.0
USG01450,CUST0081,2026-05-01,Data,1873.7,5.35
USG01451,CUST0081,2026-05-01,Voice,522.15,126.7
USG01452,CUST0081,2026-05-01,SMS,94.13,60.0
USG01453,CUST0081,2026-06-01,Data,1574.26,4.5
USG01454,CUST0081,2026-06-01,Voice,1049.57,284.3
USG01455,CUST0081,2026-06-01,SMS,80.47,47.0
USG01456,CUST0081,2026-07-01,Data,647.15,1.85
USG01457,CUST0081,2026-07-01,Voice,360.49,135.8
USG01458,CUST0081,2026-07-01,SMS,57.12,71.0
USG01459,CUST0082,2026-02-01,Data,811.54,2.32
USG01460,CUST0082,2026-02-01,Voice,628.44,189.6
USG01461,CUST0082,2026-02-01,SMS,144.54,34.0
USG01462,CUST0082,2026-03-01,Data,2659.66,7.6
USG01463,CUST0082,2026-03-01,Voice,746.74,143.1
USG01464,CUST0082,2026-03-01,SMS,32.1,40.0
USG01465,CUST0082,2026-04-01,Data,2533.91,7.24
USG01466,CUST0082,2026-04-01,Voice,795.27,253.0
USG01467,CUST0082,2026-04-01,SMS,108.92,14.0
USG01468,CUST0082,2026-05-01,Data,435.46,1.24
USG01469,CUST0082,2026-05-01,Voice,468.38,215.4
USG01470,CUST0082,2026-05-01,SMS,162.25,27.0
USG01471,CUST0082,2026-06-01,Data,1688.7,4.82
USG01472,CUST0082,2026-06-01,Voice,592.17,134.9
USG01473,CUST0082,2026-06-01,SMS,61.64,15.0
USG01474,CUST0082,2026-07-01,Data,911.39,2.6
USG01475,CUST0082,2026-07-01,Voice,208.1,75.5
USG01476,CUST0082,2026-07-01,SMS,21.66,52.0
USG01477,CUST0083,2026-02-01,Data,1222.58,3.49
USG01478,CUST0083,2026-02-01,Voice,1171.8,74.2
USG01479,CUST0083,2026-02-01,SMS,82.25,32.0
USG01480,CUST0083,2026-03-01,Data,421.97,1.21
USG01481,CUST0083,2026-03-01,Voice,1031.17,29.0
USG01482,CUST0083,2026-03-01,SMS,189.23,72.0
USG01483,CUST0083,2026-04-01,Data,1792.36,5.12
USG01484,CUST0083,2026-04-01,Voice,720.78,203.1
USG01485,CUST0083,2026-04-01,SMS,89.67,54.0
USG01486,CUST0083,2026-05-01,Data,516.4,1.48
USG01487,CUST0083,2026-05-01,Voice,206.75,148.0
USG01488,CUST0083,2026-05-01,SMS,118.93,72.0
USG01489,CUST0083,2026-06-01,Data,672.12,1.92
USG01490,CUST0083,2026-06-01,Voice,1013.78,78.8
USG01491,CUST0083,2026-06-01,SMS,90.94,29.0
USG01492,CUST0083,2026-07-01,Data,1440.4,4.12
USG01493,CUST0083,2026-07-01,Voice,308.02,161.0
USG01494,CUST0083,2026-07-01,SMS,164.3,38.0
USG01495,CUST0084,2026-02-01,Data,1675.6,4.79
USG01496,CUST0084,2026-02-01,Voice,1041.21,217.7
USG01497,CUST0084,2026-02-01,SMS,108.28,24.0
USG01498,CUST0084,2026-03-01,Data,2700.81,7.72
USG01499,CUST0084,2026-03-01,Voice,755.87,81.9
USG01500,CUST0084,2026-03-01,SMS,68.44,65.0
USG01501,CUST0084,2026-04-01,Data,514.78,1.47
USG01502,CUST0084,2026-04-01,Voice,1191.7,56.5
USG01503,CUST0084,2026-04-01,SMS,163.29,35.0
USG01504,CUST0084,2026-05-01,Data,1679.76,4.8
USG01505,CUST0084,2026-05-01,Voice,1074.68,135.6
USG01506,CUST0084,2026-05-01,SMS,116.75,9.0
USG01507,CUST0084,2026-06-01,Data,406.1,1.16
USG01508,CUST0084,2026-06-01,Voice,407.04,210.6
USG01509,CUST0084,2026-06-01,SMS,41.83,14.0
USG01510,CUST0084,2026-07-01,Data,1468.5,4.2
USG01511,CUST0084,2026-07-01,Voice,830.23,219.4
USG01512,CUST0084,2026-07-01,SMS,52.12,11.0
USG01513,CUST0085,2026-02-01,Data,2845.03,8.13
USG01514,CUST0085,2026-02-01,Voice,423.7,258.9
USG01515,CUST0085,2026-02-01,SMS,175.43,63.0
USG01516,CUST0085,2026-03-01,Data,838.97,2.4
USG01517,CUST0085,2026-03-01,Voice,1012.89,235.4
USG01518,CUST0085,2026-03-01,SMS,127.41,30.0
USG01519,CUST0085,2026-04-01,Data,1082.52,3.09
USG01520,CUST0085,2026-04-01,Voice,277.98,162.7
USG01521,CUST0085,2026-04-01,SMS,125.35,32.0
USG01522,CUST0085,2026-05-01,Data,1635.93,4.67
USG01523,CUST0085,2026-05-01,Voice,531.69,199.5
USG01524,CUST0085,2026-05-01,SMS,182.23,17.0
USG01525,CUST0085,2026-06-01,Data,1391.66,3.98
USG01526,CUST0085,2026-06-01,Voice,297.91,195.0
USG01527,CUST0085,2026-06-01,SMS,151.2,75.0
USG01528,CUST0085,2026-07-01,Data,1125.07,3.21
USG01529,CUST0085,2026-07-01,Voice,1147.72,37.7
USG01530,CUST0085,2026-07-01,SMS,128.54,9.0
USG01531,CUST0086,2026-02-01,Data,2723.81,7.78
USG01532,CUST0086,2026-02-01,Voice,706.3,207.4
USG01533,CUST0086,2026-02-01,SMS,169.68,16.0
USG01534,CUST0086,2026-03-01,Data,500.34,1.43
USG01535,CUST0086,2026-03-01,Voice,1072.83,108.2
USG01536,CUST0086,2026-03-01,SMS,43.22,40.0
USG01537,CUST0086,2026-04-01,Data,1955.6,5.59
USG01538,CUST0086,2026-04-01,Voice,182.52,97.0
USG01539,CUST0086,2026-04-01,SMS,25.9,37.0
USG01540,CUST0086,2026-05-01,Data,2727.26,7.79
USG01541,CUST0086,2026-05-01,Voice,1181.79,198.4
USG01542,CUST0086,2026-05-01,SMS,49.09,73.0
USG01543,CUST0086,2026-06-01,Data,1742.24,4.98
USG01544,CUST0086,2026-06-01,Voice,311.44,278.1
USG01545,CUST0086,2026-06-01,SMS,156.34,60.0
USG01546,CUST0086,2026-07-01,Data,2243.87,6.41
USG01547,CUST0086,2026-07-01,Voice,360.36,79.1
USG01548,CUST0086,2026-07-01,SMS,143.89,21.0
USG01549,CUST0087,2026-02-01,Data,1540.55,4.4
USG01550,CUST0087,2026-02-01,Voice,971.1,239.5
USG01551,CUST0087,2026-02-01,SMS,101.59,64.0
USG01552,CUST0087,2026-03-01,Data,2580.42,7.37
USG01553,CUST0087,2026-03-01,Voice,837.51,84.0
USG01554,CUST0087,2026-03-01,SMS,69.32,29.0
USG01555,CUST0087,2026-04-01,Data,703.69,2.01
USG01556,CUST0087,2026-04-01,Voice,436.82,78.7
USG01557,CUST0087,2026-04-01,SMS,101.96,73.0
USG01558,CUST0087,2026-05-01,Data,671.65,1.92
USG01559,CUST0087,2026-05-01,Voice,906.28,212.4
USG01560,CUST0087,2026-05-01,SMS,37.24,74.0
USG01561,CUST0087,2026-06-01,Data,1878.03,5.37
USG01562,CUST0087,2026-06-01,Voice,531.91,231.8
USG01563,CUST0087,2026-06-01,SMS,66.33,57.0
USG01564,CUST0087,2026-07-01,Data,503.25,1.44
USG01565,CUST0087,2026-07-01,Voice,1031.38,145.5
USG01566,CUST0087,2026-07-01,SMS,134.6,22.0
USG01567,CUST0088,2026-02-01,Data,2160.39,6.17
USG01568,CUST0088,2026-02-01,Voice,960.85,152.5
USG01569,CUST0088,2026-02-01,SMS,131.19,39.0
USG01570,CUST0088,2026-03-01,Data,2724.64,7.78
USG01571,CUST0088,2026-03-01,Voice,672.76,255.7
USG01572,CUST0088,2026-03-01,SMS,164.24,36.0
USG01573,CUST0088,2026-04-01,Data,998.22,2.85
USG01574,CUST0088,2026-04-01,Voice,576.39,251.3
USG01575,CUST0088,2026-04-01,SMS,60.97,44.0
USG01576,CUST0088,2026-05-01,Data,2495.85,7.13
USG01577,CUST0088,2026-05-01,Voice,521.15,199.8
USG01578,CUST0088,2026-05-01,SMS,64.21,13.0
USG01579,CUST0088,2026-06-01,Data,2465.4,7.04
USG01580,CUST0088,2026-06-01,Voice,253.92,96.0
USG01581,CUST0088,2026-06-01,SMS,173.92,31.0
USG01582,CUST0088,2026-07-01,Data,2929.92,8.37
USG01583,CUST0088,2026-07-01,Voice,1178.72,95.1
USG01584,CUST0088,2026-07-01,SMS,27.38,58.0
USG01585,CUST0089,2026-02-01,Data,1572.56,4.49
USG01586,CUST0089,2026-02-01,Voice,255.79,218.1
USG01587,CUST0089,2026-02-01,SMS,25.61,70.0
USG01588,CUST0089,2026-03-01,Data,760.5,2.17
USG01589,CUST0089,2026-03-01,Voice,283.68,69.2
USG01590,CUST0089,2026-03-01,SMS,192.85,57.0
USG01591,CUST0089,2026-04-01,Data,2483.57,7.1
USG01592,CUST0089,2026-04-01,Voice,567.52,114.2
USG01593,CUST0089,2026-04-01,SMS,62.21,41.0
USG01594,CUST0089,2026-05-01,Data,1834.75,5.24
USG01595,CUST0089,2026-05-01,Voice,813.36,92.0
USG01596,CUST0089,2026-05-01,SMS,190.76,18.0
USG01597,CUST0089,2026-06-01,Data,2910.7,8.32
USG01598,CUST0089,2026-06-01,Voice,165.6,154.7
USG01599,CUST0089,2026-06-01,SMS,80.01,39.0
USG01600,CUST0089,2026-07-01,Data,1883.73,5.38
USG01601,CUST0089,2026-07-01,Voice,607.37,136.2
USG01602,CUST0089,2026-07-01,SMS,151.89,56.0
USG01603,CUST0090,2026-02-01,Data,2566.51,7.33
USG01604,CUST0090,2026-02-01,Voice,412.46,190.7
USG01605,CUST0090,2026-02-01,SMS,125.34,33.0
USG01606,CUST0090,2026-03-01,Data,1663.75,4.75
USG01607,CUST0090,2026-03-01,Voice,479.47,59.7
USG01608,CUST0090,2026-03-01,SMS,58.48,13.0
USG01609,CUST0090,2026-04-01,Data,2175.98,6.22
USG01610,CUST0090,2026-04-01,Voice,843.76,286.2
USG01611,CUST0090,2026-04-01,SMS,151.34,9.0
USG01612,CUST0090,2026-05-01,Data,2699.04,7.71
USG01613,CUST0090,2026-05-01,Voice,1055.81,144.1
USG01614,CUST0090,2026-05-01,SMS,125.46,78.0
USG01615,CUST0090,2026-06-01,Data,1783.99,5.1
USG01616,CUST0090,2026-06-01,Voice,1100.59,43.3
USG01617,CUST0090,2026-06-01,SMS,54.39,38.0
USG01618,CUST0090,2026-07-01,Data,1920.37,5.49
USG01619,CUST0090,2026-07-01,Voice,1007.04,296.7
USG01620,CUST0090,2026-07-01,SMS,89.99,9.0
USG01621,CUST0091,2026-02-01,Data,2483.05,7.09
USG01622,CUST0091,2026-02-01,Voice,784.6,75.6
USG01623,CUST0091,2026-02-01,SMS,109.07,61.0
USG01624,CUST0091,2026-03-01,Data,2403.07,6.87
USG01625,CUST0091,2026-03-01,Voice,674.6,105.5
USG01626,CUST0091,2026-03-01,SMS,195.27,55.0
USG01627,CUST0091,2026-04-01,Data,1461.42,4.18
USG01628,CUST0091,2026-04-01,Voice,444.49,224.7
USG01629,CUST0091,2026-04-01,SMS,63.59,18.0
USG01630,CUST0091,2026-05-01,Data,1777.57,5.08
USG01631,CUST0091,2026-05-01,Voice,454.49,196.1
USG01632,CUST0091,2026-05-01,SMS,41.23,54.0
USG01633,CUST0091,2026-06-01,Data,1136.57,3.25
USG01634,CUST0091,2026-06-01,Voice,150.26,55.5
USG01635,CUST0091,2026-06-01,SMS,188.05,70.0
USG01636,CUST0091,2026-07-01,Data,1007.38,2.88
USG01637,CUST0091,2026-07-01,Voice,967.29,190.4
USG01638,CUST0091,2026-07-01,SMS,194.76,33.0
USG01639,CUST0092,2026-02-01,Data,3692.06,10.55
USG01640,CUST0092,2026-02-01,Voice,368.41,130.9
USG01641,CUST0092,2026-02-01,SMS,328.93,45.0
USG01642,CUST0092,2026-03-01,Data,1952.43,5.58
USG01643,CUST0092,2026-03-01,Voice,469.68,217.0
USG01644,CUST0092,2026-03-01,SMS,231.33,33.0
USG01645,CUST0092,2026-04-01,Data,4883.16,13.95
USG01646,CUST0092,2026-04-01,Voice,294.63,105.0
USG01647,CUST0092,2026-04-01,SMS,315.85,29.0
USG01648,CUST0092,2026-05-01,Data,1794.96,5.13
USG01649,CUST0092,2026-05-01,Voice,1208.58,250.7
USG01650,CUST0092,2026-05-01,SMS,65.56,76.0
USG01651,CUST0092,2026-06-01,Data,4194.22,11.98
USG01652,CUST0092,2026-06-01,Voice,578.53,219.4
USG01653,CUST0092,2026-06-01,SMS,151.8,35.0
USG01654,CUST0092,2026-07-01,Data,4142.14,11.83
USG01655,CUST0092,2026-07-01,Voice,1973.57,55.5
USG01656,CUST0092,2026-07-01,SMS,162.71,41.0
USG01657,CUST0093,2026-02-01,Data,1378.41,3.94
USG01658,CUST0093,2026-02-01,Voice,531.35,34.6
USG01659,CUST0093,2026-02-01,SMS,143.4,38.0
USG01660,CUST0093,2026-03-01,Data,906.46,2.59
USG01661,CUST0093,2026-03-01,Voice,1006.84,244.7
USG01662,CUST0093,2026-03-01,SMS,107.55,27.0
USG01663,CUST0093,2026-04-01,Data,2059.04,5.88
USG01664,CUST0093,2026-04-01,Voice,452.56,86.1
USG01665,CUST0093,2026-04-01,SMS,151.49,8.0
USG01666,CUST0093,2026-05-01,Data,646.4,1.85
USG01667,CUST0093,2026-05-01,Voice,157.13,62.8
USG01668,CUST0093,2026-05-01,SMS,32.42,80.0
USG01669,CUST0093,2026-06-01,Data,1150.91,3.29
USG01670,CUST0093,2026-06-01,Voice,306.73,87.5
USG01671,CUST0093,2026-06-01,SMS,188.5,44.0
USG01672,CUST0093,2026-07-01,Data,1348.53,3.85
USG01673,CUST0093,2026-07-01,Voice,1067.06,130.6
USG01674,CUST0093,2026-07-01,SMS,80.3,21.0
USG01675,CUST0094,2026-02-01,Data,1382.27,3.95
USG01676,CUST0094,2026-02-01,Voice,482.52,209.6
USG01677,CUST0094,2026-02-01,SMS,72.12,48.0
USG01678,CUST0094,2026-03-01,Data,571.32,1.63
USG01679,CUST0094,2026-03-01,Voice,350.85,134.1
USG01680,CUST0094,2026-03-01,SMS,188.65,33.0
USG01681,CUST0094,2026-04-01,Data,2126.59,6.08
USG01682,CUST0094,2026-04-01,Voice,417.84,55.6
USG01683,CUST0094,2026-04-01,SMS,30.54,28.0
USG01684,CUST0094,2026-05-01,Data,809.92,2.31
USG01685,CUST0094,2026-05-01,Voice,332.71,233.0
USG01686,CUST0094,2026-05-01,SMS,22.85,47.0
USG01687,CUST0094,2026-06-01,Data,1386.6,3.96
USG01688,CUST0094,2026-06-01,Voice,681.88,177.6
USG01689,CUST0094,2026-06-01,SMS,76.41,27.0
USG01690,CUST0094,2026-07-01,Data,2306.84,6.59
USG01691,CUST0094,2026-07-01,Voice,1064.84,73.9
USG01692,CUST0094,2026-07-01,SMS,37.57,72.0
USG01693,CUST0095,2026-02-01,Data,1309.73,3.74
USG01694,CUST0095,2026-02-01,Voice,728.88,120.7
USG01695,CUST0095,2026-02-01,SMS,42.64,49.0
USG01696,CUST0095,2026-03-01,Data,1765.37,5.04
USG01697,CUST0095,2026-03-01,Voice,363.14,146.5
USG01698,CUST0095,2026-03-01,SMS,163.45,49.0
USG01699,CUST0095,2026-04-01,Data,651.99,1.86
